price,date,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated,day,month,year,7_day_avg,30_day_avg
37287.39140242737,,,,,,,,,,,,,0.0,,,,,45344.469061465534,52719.15986796384
40437.73009625558,,,,,,,,,,,,,0.0,,,,,43982.31687544884,52190.59325255279
37339.63420134628,,,,,,,,,,,,,0.0,,,,,42186.084169357135,51628.912050503204
37520.31767547438,,,,,,,,,,,,,0.0,,,,,40863.14350804088,51147.403758669505
34977.527801962424,,,,,,,,,,,,,0.0,,,,,39204.92403183716,50606.95052885465
38642.4422973396,,,,,,,,,,,,,0.0,,,,,38470.86927462498,50223.928358887126
38210.80521759389,,,,,,,,,,,,,0.0,,,,,37773.69267034279,49864.90715303306
39406.934244116186,,,,,,,,,,,,,0.0,,,,,38076.48450486977,49379.17810959394
38642.89555434217,,,,,,,,,,,,,0.0,,,,,37820.07957031071,48834.214133317975
35710.220936529884,,,,,,,,,,,,,0.0,,,,,37587.3062467655,48197.53436951301
34775.07941347281,,,,,,,,,,,,,0.0,,,,,37195.12935219385,47570.14688253987
35714.75202018067,,,,,,,,,,,,,0.0,,,,,37300.4470976536,46833.02155606503
37340.6792659422,,,,,,,,,,,,,0.0,,,,,37114.48095031112,46150.61189294048
36680.06820180283,,,,,,,,,,,,,0.0,,,,,36895.80423376954,45486.58932342109
37685.71798174826,,,,,,,,,,,,,0.0,,,,,36649.9161962884,44836.10324618898
39151.31618380032,,,,,,,,,,,,,0.0,,,,,36722.54771478243,44359.00144499887
36938.72031139185,,,,,,,,,,,,,0.0,,,,,36898.047625477,43675.88878114234
35546.98596483364,,,,,,,,,,,,,0.0,,,,,37008.31998995711,42977.196331974475
35834.4744744042,,,,,,,,,,,,,0.0,,,,,37025.42319770333,42259.62651301165
33451.38340714534,,,,,,,,,,,,,0.0,,,,,36469.809503589495,41415.60990359952
33557.15068309184,,,,,,,,,,,,,0.0,,,,,36023.678429487925,40593.71738324443
37553.64375851888,,,,,,,,,,,,,0.0,,,,,36004.810683312295,39982.11658870968
36903.304906778896,,,,,,,,,,,,,0.0,,,,,35683.66621516638,39314.59434038226
37289.43252210222,,,,,,,,,,,,,0.0,,,,,35733.767959553574,38890.75001834777
35666.14977877309,,,,,,,,,,,,,0.0,,,,,35750.79136154492,38413.86183102779
39147.70567879997,,,,,,,,,,,,,0.0,,,,,36224.110105030035,38055.009915521514
40624.51305316154,,,,,,,,,,,,,0.0,,,,,37248.84291160378,37849.796940470624
40378.20254971114,,,,,,,,,,,,,0.0,,,,,38223.27889254939,37642.90155428138
38321.454656574206,,,,,,,,,,,,,0.0,,,,,38332.96616370015,37460.92252290637
38193.61914194397,,,,,,,,,,,,,0.0,,,,,38517.29676872374,37297.67511271885
35881.11137137543,,,,,,,,,,,,,0.0,,,,,38316.10803290562,37250.79911168379
35581.64226773201,,,,,,,,,,,,,0.0,,,,,38304.03553132833,37088.92951739967
35787.07740523232,,,,,,,,,,,,,0.0,,,,,37823.94577796152,37037.177624195865
31711.93546772701,,,,,,,,,,,,,0.0,,,,,36550.72040861373,36843.56488393762
32507.738707026845,,,,,,,,,,,,,0.0,,,,,35426.3684310874,36761.23858077311
33702.61779371396,,,,,,,,,,,,,0.0,,,,,34766.53459353594,36596.57776398559
34675.44910530336,,,,,,,,,,,,,0.0,,,,,34263.93887401585,36478.73256024256
31943.136467863093,,,,,,,,,,,,,0.0,,,,,33701.37103065694,36229.93930103413
32023.97390177492,,,,,,,,,,,,,0.0,,,,,33193.13269266307,36009.30857928189
34607.293274083386,,,,,,,,,,,,,0.0,,,,,33024.59210249894,35972.544323867005
34556.8421269449,,,,,,,,,,,,,0.0,,,,,33431.007339530064,35965.26974764941
35968.993667970346,,,,,,,,,,,,,0.0,,,,,33925.472333950565,35973.7444692424
35171.486304850056,,,,,,,,,,,,,0.0,,,,,34135.310692684296,35901.438037206
33677.566235922626,,,,,,,,,,,,,0.0,,,,,33992.75599705848,35801.35463834332
33950.786555181,,,,,,,,,,,,,0.0,,,,,34279.56315238961,35676.85692412441
34729.89077801021,,,,,,,,,,,,,0.0,,,,,34666.1227061375,35529.47607726474
35394.213074080915,,,,,,,,,,,,,0.0,,,,,34778.53982042287,35477.99250268771
33928.13421837147,,,,,,,,,,,,,0.0,,,,,34688.72440491238,35424.03077780564
34149.98981477412,,,,,,,,,,,,,0.0,,,,,34428.86671159863,35367.8812891513
33932.25463831538,,,,,,,,,,,,,0.0,,,,,34251.833616379394,35383.91033019031
32933.578199292395,,,,,,,,,,,,,0.0,,,,,34145.549611146496,35363.12458073033
33971.29774975796,,,,,,,,,,,,,0.0,,,,,34148.47978180035,35243.71304710496
33704.53847440508,,,,,,,,,,,,,0.0,,,,,34002.000881285334,35137.087499359164
34299.938016517444,,,,,,,,,,,,,0.0,,,,,33845.67587306198,35037.437682506345
33262.6543524462,,,,,,,,,,,,,0.0,,,,,33750.60732078694,34957.32116829544
32676.38380096018,,,,,,,,,,,,,0.0,,,,,33540.09217595638,34741.61043903411
32878.50187357147,,,,,,,,,,,,,0.0,,,,,33389.55606670725,34483.41006638112
31726.038833909817,,,,,,,,,,,,,0.0,,,,,33217.05044308117,34195.00460918774
31399.653128682126,,,,,,,,,,,,,0.0,,,,,32849.672640070334,33964.27789159134
31588.6713510167,,,,,,,,,,,,,0.0,,,,,32547.405908157703,33744.11296522709
31919.393922554555,,,,,,,,,,,,,0.0,,,,,32207.328180448723,33612.055716933064
30928.211908849244,,,,,,,,,,,,,0.0,,,,,31873.836402792014,33456.94137163697
29971.903783612062,,,,,,,,,,,,,0.0,,,,,31487.482114599425,33263.102250916294
32383.78112696872,,,,,,,,,,,,,0.0,,,,,31416.807722227608,33285.49710622435
32409.499767175417,,,,,,,,,,,,,0.0,,,,,31514.444998408402,33282.22247489597
33455.55127272261,,,,,,,,,,,,,0.0,,,,,31808.14473327133,33273.98692419626
34213.59993217662,,,,,,,,,,,,,0.0,,,,,32183.134530579886,33258.5919517587
35456.12466076684,,,,,,,,,,,,,0.0,,,,,32688.38177889593,33375.691558188824
37281.91809217662,,,,,,,,,,,,,0.0,,,,,33596.05409079984,33550.95636453555
39076.59377063225,,,,,,,,,,,,,0.0,,,,,34896.724088945586,33699.933047753846
40031.19824444798,,,,,,,,,,,,,0.0,,,,,35989.21224858548,33882.411585003945
39977.75693922764,,,,,,,,,,,,,0.0,,,,,37070.39184459294,34016.03702737919
41936.261478677225,,,,,,,,,,,,,0.0,,,,,38281.921874015025,34241.52953317343
41754.16660435275,,,,,,,,,,,,,0.0,,,,,39359.1456843259,34510.74954545443
39914.82975848789,,,,,,,,,,,,,0.0,,,,,39996.10355542891,34709.55098556467
39278.76650810368,,,,,,,,,,,,,0.0,,,,,40281.36761484706,34861.18017656778
38368.35401197897,,,,,,,,,,,,,0.0,,,,,40180.19050646802,34960.31820783104
39751.58457509862,,,,,,,,,,,,,0.0,,,,,40140.24569656096,35154.433219721956
40825.3819404497,,,,,,,,,,,,,0.0,,,,,40261.33498244983,35376.9462905778
42802.13717474142,,,,,,,,,,,,,0.0,,,,,40385.031510459004,35672.609041792006
44647.57760300116,,,,,,,,,,,,,0.0,,,,,40798.37593883735,36063.0756885823
43753.21786264632,,,,,,,,,,,,,0.0,,,,,41346.71709657427,36389.13969234525
46311.00189857689,,,,,,,,,,,,,0.0,,,,,42351.32215235615,36809.35513981763
45639.51401890709,,,,,,,,,,,,,0.0,,,,,43390.05929620303,37187.34100656396
45652.06012506926,,,,,,,,,,,,,0.0,,,,,44232.98437477027,37600.321198984726
44495.20979327958,,,,,,,,,,,,,0.0,,,,,44757.245496603115,37994.282065395375
47717.27052766495,,,,,,,,,,,,,0.0,,,,,45459.40740416361,38488.90768719849
47088.85313451467,,,,,,,,,,,,,0.0,,,,,45808.16105152267,39001.00149721865
47025.00323011282,,,,,,,,,,,,,0.0,,,,,46275.55896116075,39521.84650059968
46031.75754362583,,,,,,,,,,,,,0.0,,,,,46235.66691045346,40003.28270701998
44534.45485421991,,,,,,,,,,,,,0.0,,,,,46077.801315498145,40423.78473807549
45015.46554608543,,,,,,,,,,,,,0.0,,,,,45986.85923278617,40893.359859316704
46745.03462296988,,,,,,,,,,,,,0.0,,,,,46308.26277988478,41452.46422062862
49195.87860189616,,,,,,,,,,,,,0.0,,,,,46519.49250477496,42012.867469792865
48933.68915131164,,,,,,,,,,,,,0.0,,,,,46783.040507174526,42563.67378259741
49250.54486971799,,,,,,,,,,,,,0.0,,,,,47100.97502711812,43090.173569163926
49518.57748790696,,,,,,,,,,,,,0.0,,,,,47599.092162015426,43600.33948768827
47940.6079149608,,,,,,,,,,,,,0.0,,,,,48085.68545640697,44016.488929494735
49002.70376627545,,,,,,,,,,,,,0.0,,,,,48655.290916434125,44407.18178529803
47229.070650876114,,,,,,,,,,,,,0.0,,,,,48724.438920420725,44678.931014639486
49083.10330586219,,,,,,,,,,,,,0.0,,,,,48708.32816384445,44980.6611833533
48936.53725414221,,,,,,,,,,,,,0.0,,,,,48708.73503567738,45279.287193850454
48907.27073106221,,,,,,,,,,,,,0.0,,,,,48659.69587301228,45511.65416892995
47124.25422469402,,,,,,,,,,,,,0.0,,,,,48317.649692553285,45690.657089607994
47335.42029920565,,,,,,,,,,,,,0.0,,,,,48231.19431887398,45938.01010763192
48823.05520964915,,,,,,,,,,,,,0.0,,,,,48205.53023935593,46256.1530643501
49338.78465183332,,,,,,,,,,,,,0.0,,,,,48506.9179537784,46621.83408567858
49934.5282762881,,,,,,,,,,,,,0.0,,,,,48628.55009241066,46961.2655423849
50013.02994694588,,,,,,,,,,,,,0.0,,,,,48782.334762811195,47267.52047593477
51696.206431317885,,,,,,,,,,,,,0.0,,,,,49180.75414856201,47563.98945115398
52739.80016634552,,,,,,,,,,,,,0.0,,,,,49982.974997369354,47833.73020326546
46995.16417095979,,,,,,,,,,,,,0.0,,,,,49934.36697904852,47941.795080209245
46085.02861578186,,,,,,,,,,,,,0.0,,,,,49543.220322781766,47934.262637449414
46518.94118660236,,,,,,,,,,,,,0.0,,,,,49140.38554203448,47963.57687637259
44802.60640249699,,,,,,,,,,,,,0.0,,,,,48407.25384577861,47935.261752286846
45196.488277558245,,,,,,,,,,,,,0.0,,,,,47719.17646443752,47958.637701762804
46195.21830082935,,,,,,,,,,,,,0.0,,,,,46933.32101722487,47907.902627534946
45139.83396873267,,,,,,,,,,,,,0.0,,,,,45847.61156042304,47842.93532200888
47135.43199562694,,,,,,,,,,,,,0.0,,,,,45867.64982108977,47846.61628085935
48186.53275704722,,,,,,,,,,,,,0.0,,,,,46167.864698413396,47918.44212130673
47879.47343992101,,,,,,,,,,,,,0.0,,,,,46362.22644888749,48029.942740830105
47228.65821623257,,,,,,,,,,,,,0.0,,,,,46708.80527942114,48103.715829835004
48266.62707279063,,,,,,,,,,,,,0.0,,,,,47147.39653588291,48154.43557816236
47371.03933236471,,,,,,,,,,,,,0.0,,,,,47315.370968959396,48093.607602511314
42932.94659595412,,,,,,,,,,,,,0.0,,,,,47000.10134427674,47893.58285066606
40386.62363528928,,,,,,,,,,,,,0.0,,,,,46035.98586422851,47598.11880951844
43587.22305058473,,,,,,,,,,,,,0.0,,,,,45378.941620448146,47400.40699494104
44980.898214810935,,,,,,,,,,,,,0.0,,,,,44964.85944543243,47301.75000493603
42752.1681545072,,,,,,,,,,,,,0.0,,,,,44325.36086518595,47093.39881787709
42856.85516422452,,,,,,,,,,,,,0.0,,,,,43552.536306819355,46947.65830165537
43336.86123324274,,,,,,,,,,,,,0.0,,,,,42976.22514980193,46756.11689923472
42247.35572900636,,,,,,,,,,,,,0.0,,,,,42878.28359738082,46533.144181730204
41010.37519836549,,,,,,,,,,,,,0.0,,,,,42967.39096353457,46269.91433064031
41587.66786232295,,,,,,,,,,,,,0.0,,,,,42681.74022235431,46085.361451894605
43859.32614724109,,,,,,,,,,,,,0.0,,,,,42521.515641272905,45969.49164682913
48181.87627260008,,,,,,,,,,,,,0.0,,,,,43297.1882295719,45948.11901559415
47777.762019063,,,,,,,,,,,,,0.0,,,,,44000.17492312024,45896.084927835145
48282.97113857447,,,,,,,,,,,,,0.0,,,,,44706.76205245335,45841.03302324469
49260.23232113069,,,,,,,,,,,,,0.0,,,,,45708.60156561397,45815.93976905084
51668.99422435564,,,,,,,,,,,,,0.0,,,,,47231.261426469704,45815.03269548544
55415.00574202895,,,,,,,,,,,,,0.0,,,,,49206.59540928485,45904.20621467488
53894.59599452107,,,,,,,,,,,,,0.0,,,,,50640.2053874677,46134.18727546026
54010.93747374405,,,,,,,,,,,,,0.0,,,,,51472.92841620255,46398.38423739234
55125.46033768045,,,,,,,,,,,,,0.0,,,,,52522.59960457648,46685.26820909493
54711.86959664297,,,,,,,,,,,,,0.0,,,,,53441.013670014836,47015.57698223313
57572.51085559653,,,,,,,,,,,,,0.0,,,,,54628.48203208138,47428.111068167746
56335.035460511535,,,,,,,,,,,,,0.0,,,,,55295.05935153223,47766.10497349049
57487.9858804222,,,,,,,,,,,,,0.0,,,,,55591.19937130268,48177.710037213474
57452.43178503547,,,,,,,,,,,,,0.0,,,,,56099.46162709046,48521.61003019375
61809.02394427028,,,,,,,,,,,,,0.0,,,,,57213.473980022776,48975.69306976786
61165.63564211521,,,,,,,,,,,,,0.0,,,,,58076.3561663706,49418.56514317433
61583.77443961336,,,,,,,,,,,,,0.0,,,,,59058.056858223514,49897.06901728702
62017.972725178704,,,,,,,,,,,,,0.0,,,,,59693.1228395924,50355.44720569996
64517.64856042277,,,,,,,,,,,,,0.0,,,,,60862.06756815114,50927.00084663523
66237.51755029388,,,,,,,,,,,,,0.0,,,,,62112.000663847095,51703.81987844655
62541.08693293518,,,,,,,,,,,,,0.0,,,,,62838.95139926134,52442.30198836808
61029.27093182092,,,,,,,,,,,,,0.0,,,,,62727.55811176857,53023.70358440929
61572.14043422243,,,,,,,,,,,,,0.0,,,,,62785.630224926754,53576.744991723004
61173.1663907232,,,,,,,,,,,,,0.0,,,,,62726.97193222815,54190.77826626354
63228.21382584213,,,,,,,,,,,,,0.0,,,,,62899.863518037215,54869.823554984134
60604.18888794746,,,,,,,,,,,,,0.0,,,,,62340.79785054074,55445.401143474286
58641.00147419492,,,,,,,,,,,,,0.0,,,,,61255.58126824089,55991.85600164723
60767.55585206728,,,,,,,,,,,,,0.0,,,,,61002.21968525976,56650.42869010396
62283.19805587354,,,,,,,,,,,,,0.0,,,,,61181.352131552994,57340.279696555655
61837.257002978935,,,,,,,,,,,,,0.0,,,,,61219.22592708963,57939.54405841357
61471.86846276259,,,,,,,,,,,,,0.0,,,,,61261.897651666695,58382.54379808566
61121.83120106507,,,,,,,,,,,,,0.0,,,,,60960.98584812711,58827.34610415239
63247.20896127831,,,,,,,,,,,,,0.0,,,,,61338.560144317235,59326.15403157586
63130.94235171542,,,,,,,,,,,,,0.0,,,,,61979.980269677304,59788.51103259535
61601.74357204975,,,,,,,,,,,,,0.0,,,,,62099.14994396052,60119.60267751849
61247.38494217787,,,,,,,,,,,,,0.0,,,,,61951.17664200399,60314.01531752346
61661.35866372036,,,,,,,,,,,,,0.0,,,,,61926.048307824196,60572.907406496764
63153.230193019495,,,,,,,,,,,,,0.0,,,,,62166.242840718034,60877.65049713927
67617.0155448617,,,,,,,,,,,,,0.0,,,,,63094.12631840327,61294.035670711986
67145.37493537061,,,,,,,,,,,,,0.0,,,,,63651.00717184503,61708.485848669574
65061.05440696283,,,,,,,,,,,,,0.0,,,,,63926.737465451806,61958.103967048446
