price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated,date,day,month,year,7_day_avg,30_day_avg,day_of_week,is_weekend,price_lag_1,price_lag_2,price_lag_3,price_lag_4,price_lag_5,price_lag_6,price_lag_7,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,daily_return,log_return,ewm_7
26073.977891266502,12754334416.83028,-21.0332,0.34311438,-1.38078234,-1.71001861,-10.77312782,-14.21426524,-2.3153468,507589610840.9398,48.3692,547553535716.6,0.0,1692953640.0,1692921600.0,25,8,2023,26105.058725197672,26116.681787682253,4,0,26070.542760789893,26074.6095388737,26083.873471728,26084.5854112528,26166.20777566228,26181.61422681052,26139.04009454925,26105.058725197672,47.52621335120443,26070.542760789893,26181.61422681052,0.00013176290605554364,0.00013175422608568965,26092.042435584437
26086.72457503608,12614170600.072365,-22.139,0.25006642,-1.56539115,-1.72125823,-10.70988115,-14.22105512,-2.28349603,507837754192.1804,48.3905,547821216075.76,0.0,1692954360.0,1692921600.0,25,8,2023,26091.503060658462,26114.185353295074,4,0,26073.977891266502,26070.542760789893,26074.6095388737,26083.873471728,26084.5854112528,26166.20777566228,26181.61422681052,26091.503060658466,33.52001809934107,26070.542760789893,26166.20777566228,0.0004888660956428037,0.0004887466395437912,26090.669480230237
26081.673918737884,12585347857.598713,-22.5068,0.25306828,-1.7821032,-1.81651145,-10.75553077,-14.06966862,-2.31309874,507739431616.48505,48.3889,547715152293.5,0.0,1692954600.0,1692921600.0,25,8,2023,26079.426795383555,26111.684473713747,4,0,26086.72457503608,26073.977891266502,26070.542760789893,26074.6095388737,26083.873471728,26084.5854112528,26166.20777566228,26079.426795383555,6.2784550440867175,26070.542760789893,26086.72457503608,-0.00019361021287545022,-0.00019362895775287825,26088.365862195296
26086.03891867256,12568613732.32579,-22.71,0.24894302,-1.74072914,-1.79725893,-10.71788101,-14.01440378,-2.29268572,507824406322.9685,48.4018,547806817292.12,0.0,1692954720.0,1692921600.0,25,8,2023,26079.634439300666,26109.852648353663,4,0,26081.673918737884,26086.72457503608,26073.977891266502,26070.542760789893,26074.6095388737,26083.873471728,26084.5854112528,26079.634439300662,6.497705122734887,26070.542760789893,26086.72457503608,0.00016735888763408369,0.00016734488469793973,26087.773572935366
26086.03891867256,12568613732.32579,-22.71,0.24894302,-1.74072914,-1.79725893,-10.71788101,-14.01440378,-2.29268572,507824406322.9685,48.4018,547806817292.12,0.0,1692954720.0,1692921600.0,25,8,2023,26079.94378886417,26108.265066374923,4,0,26086.03891867256,26081.673918737884,26086.72457503608,26073.977891266502,26070.542760789893,26074.6095388737,26083.873471728,26079.943788864166,6.778632005673575,26070.542760789893,26086.72457503608,0.0,0.0,26087.33403563002
26082.36449396806,12552841261.160738,-23.0461,0.22239841,-1.72693978,-1.80939394,-10.71357336,-14.05499106,-2.30511504,507752875242.686,48.395,547729654373.33,0.0,1692954900.0,1692921600.0,25,8,2023,26081.051639591933,26106.646280599492,4,0,26086.03891867256,26086.03891867256,26081.673918737884,26086.72457503608,26073.977891266502,26070.542760789893,26074.6095388737,26081.051639591933,6.383747185942974,26070.542760789893,26086.72457503608,-0.00014085790165208056,-0.00014086782305788859,26086.079072223616
26082.36449396806,12552841261.160738,-23.0461,0.22239841,-1.72693978,-1.80939394,-10.71357336,-14.05499106,-2.30511504,507752875242.686,48.395,547729654373.33,0.0,1692954900.0,1692921600.0,25,8,2023,26082.740458617387,26105.217940209408,4,0,26082.36449396806,26086.03891867256,26086.03891867256,26081.673918737884,26086.72457503608,26073.977891266502,26070.542760789893,26082.740458617387,4.393852786110146,26073.977891266502,26086.72457503608,0.0,0.0,26085.143394217917
26092.49769879689,12510003822.511766,-23.6495,0.10450742,-1.45243546,-1.70854642,-10.65340754,-13.97578091,-2.3251826,507950141249.31866,48.3781,547942451674.73,0.0,1692955560.0,1692921600.0,25,8,2023,26085.386145407443,26104.511260130937,4,0,26082.36449396806,26082.36449396806,26086.03891867256,26086.03891867256,26081.673918737884,26086.72457503608,26073.977891266502,26085.386145407443,3.769597525829008,26081.673918737884,26092.49769879689,0.00038850790660394097,0.00038843245694941686,26086.9923944902
26095.439044475675,12508885173.07964,-23.6402,0.0407909,-1.42546389,-1.64639714,-10.64527933,-13.94740984,-2.29993783,508007401269.8137,48.3881,548004219933.99,0.0,1692955680.0,1692921600.0,25,8,2023,26086.631069613097,26104.03377509645,4,0,26092.49769879689,26082.36449396806,26082.36449396806,26086.03891867256,26086.03891867256,26081.673918737884,26086.72457503608,26086.631069613097,5.380206391656394,26081.673918737884,26095.439044475675,0.0001127276396739596,0.00011272128639028267,26089.11302360573
26103.372606569585,12506040268.74966,-23.6556,0.02030128,-1.37957393,-1.62138868,-10.58395577,-13.93326573,-2.26827885,508161846200.0282,48.4028,548170824737.96,0.0,1692955800.0,1692921600.0,25,8,2023,26089.73088216048,26104.000716670103,4,0,26095.439044475675,26092.49769879689,26082.36449396806,26082.36449396806,26086.03891867256,26086.03891867256,26081.673918737884,26089.730882160482,7.7687791293554005,26082.36449396806,26103.372606569585,0.00030402102376547724,0.00030397481873833954,26092.689260351355
26099.21985261705,12502642603.683392,-23.7114,-0.01557717,-1.40623436,-1.57626871,-10.58704532,-13.94425337,-2.28320251,508081003346.9938,48.3722,548083616904.96,0.0,1692955980.0,1692921600.0,25,8,2023,26091.61387272398,26103.773056477105,4,0,26103.372606569585,26095.439044475675,26092.49769879689,26082.36449396806,26082.36449396806,26086.03891867256,26086.03891867256,26091.61387272398,8.303753836450014,26082.36449396806,26103.372606569585,-0.0001590887896029125,-0.00015910144556663397,26094.325800780192
26089.60956171204,12505279562.952492,-23.7333,-0.01693128,-1.43375794,-1.57332994,-10.64321048,-13.95839495,-2.31784975,507893917055.7925,48.3544,547881800795.95,0.0,1692956100.0,1692921600.0,25,8,2023,26092.123964586764,26103.129261260507,4,0,26099.21985261705,26103.372606569585,26095.439044475675,26092.49769879689,26082.36449396806,26082.36449396806,26086.03891867256,26092.123964586764,8.008638675995648,26082.36449396806,26103.372606569585,-0.0003682213858988703,-0.00036828919603948407,26093.144634039993
26046.73335766041,12599216785.56385,-3.0104,-0.00211,-0.16020909,-0.09762219,-11.67973008,-13.71673936,-2.78786074,507071944491.9274,48.2736,546981400510.87,0.0,1693002000.0,1692921600.0,25,8,2023,26087.0338022571,26100.67726545181,4,0,26089.60956171204,26099.21985261705,26103.372606569585,26095.439044475675,26092.49769879689,26082.36449396806,26082.36449396806,26087.0338022571,19.011055657367162,26046.73335766041,26103.372606569585,-0.001643420686316177,-0.001644772583452081,26081.526271259936
26044.7348060254,12595741667.79406,-2.9433,0.02338194,-0.20374188,-0.07079356,-11.68870034,-13.73608821,-2.76226194,507033037138.3711,48.2969,546939430926.53,0.0,1693002180.0,1692921600.0,25,8,2023,26081.65813255101,26098.346329642376,4,0,26046.73335766041,26089.60956171204,26099.21985261705,26103.372606569585,26095.439044475675,26092.49769879689,26082.36449396806,26081.65813255101,24.94540469382861,26044.7348060254,26103.372606569585,-7.672945423009558e-05,-7.673239808525523e-05,26072.31916662282
26044.7348060254,12595741667.79406,-2.9433,0.02338194,-0.20374188,-0.07079356,-11.68870034,-13.73608821,-2.76226194,507033037138.3711,48.2969,546939430926.53,0.0,1693002180.0,1692921600.0,25,8,2023,26074.834862155083,26096.2018686977,4,0,26044.7348060254,26046.73335766041,26089.60956171204,26099.21985261705,26103.372606569585,26095.439044475675,26092.49769879689,26074.834862155083,27.849524248119675,26044.7348060254,26103.372606569585,0.0,0.0,26065.417882957587
26044.45336470273,12580597016.57162,-2.797,0.07948265,-0.22781654,-0.17540133,-11.52941514,-13.90039223,-2.91374076,507027558102.02576,48.2843,546933520658.76,0.0,1693003560.0,1692921600.0,25,8,2023,26067.55119361609,26094.211541620964,4,0,26044.7348060254,26044.7348060254,26046.73335766041,26089.60956171204,26099.21985261705,26103.372606569585,26095.439044475675,26067.55119361609,28.227398840268076,26044.45336470273,26103.372606569585,-1.0806073656222104e-05,-1.0806132042517902e-05,26060.17379359001
26044.45336470273,12580597016.57162,-2.797,0.07948265,-0.22781654,-0.17540133,-11.52941514,-13.90039223,-2.91374076,507027558102.02576,48.2843,546933520658.76,0.0,1693003560.0,1692921600.0,25,8,2023,26059.134159063684,26092.36864617955,4,0,26044.45336470273,26044.7348060254,26044.7348060254,26046.73335766041,26089.60956171204,26099.21985261705,26103.372606569585,26059.134159063684,24.273191836731485,26044.45336470273,26099.21985261705,0.0,0.0,26056.242022026894
26044.45336470273,12580597016.57162,-2.797,0.07948265,-0.22781654,-0.17540133,-11.52941514,-13.90039223,-2.91374076,507027558102.02576,48.2843,546933520658.76,0.0,1693003560.0,1692921600.0,25,8,2023,26051.31037507592,26090.657386126808,4,0,26044.45336470273,26044.45336470273,26044.7348060254,26044.7348060254,26046.73335766041,26089.60956171204,26099.21985261705,26051.310375075922,16.908128103868123,26044.45336470273,26089.60956171204,0.0,0.0,26053.29392173512
25998.213482761625,11066926054.197912,-11.5365,-0.06122369,-0.38959885,0.3958277,-11.92515957,-14.42047012,-4.31806962,506137431792.9875,48.273,545962483137.99,0.0,1693042860.0,1693008000.0,26,8,2023,26038.25379236872,26087.46966532111,5,1,26044.45336470273,26044.45336470273,26044.45336470273,26044.7348060254,26044.7348060254,26046.73335766041,26089.60956171204,26038.253792368716,17.675032241267708,25998.213482761625,26046.73335766041,-0.0017754214800981272,-0.0017769994087490915,26039.52053241754
26007.395463534336,11035789827.434088,-11.7785,-0.00630311,-0.33207852,0.25087224,-11.97333516,-14.37688774,-4.24717599,506316188082.1516,48.2613,546155304734.22,0.0,1693043520.0,1693008000.0,26,8,2023,26032.63409320785,26084.80052526155,5,1,25998.213482761625,26044.45336470273,26044.45336470273,26044.45336470273,26044.7348060254,26044.7348060254,26046.73335766041,26032.63409320785,20.549561587714273,25998.213482761625,26044.7348060254,0.0003531773742375677,0.0003531150217881418,26031.487830700076
26007.93107934627,11030247867.954344,-12.279,-0.05947509,-0.29918517,0.30702604,-11.99441655,-14.34649134,-4.23743841,506326615537.548,48.2642,546166552666.27,0.0,1693043820.0,1693008000.0,26,8,2023,26027.37641796797,26080.33743358963,5,1,26007.395463534336,25998.213482761625,26044.45336470273,26044.45336470273,26044.45336470273,26044.7348060254,26044.7348060254,26027.376417967975,21.617957386319972,25998.213482761625,26044.7348060254,2.0594750161917474e-05,2.0594538092666426e-05,26025.597853978357
26007.93107934627,11030247867.954344,-12.279,-0.05947509,-0.29918517,0.30702604,-11.99441655,-14.34649134,-4.23743841,506326615537.548,48.2642,546166552666.27,0.0,1693043820.0,1693008000.0,26,8,2023,26022.1187427281,26076.014418282153,5,1,26007.93107934627,26007.395463534336,25998.213482761625,26044.45336470273,26044.45336470273,26044.45336470273,26044.7348060254,26022.1187427281,21.163340965788258,25998.213482761625,26044.45336470273,0.0,0.0,26021.18071660817
26001.41659562975,11026651965.949833,-12.2927,-0.05647005,-0.30347451,0.26452751,-12.01797557,-14.37970156,-4.2631102,506199790513.2085,48.2521,546029748508.22,0.0,1693043880.0,1693008000.0,26,8,2023,26015.970632860528,26071.741533953234,5,1,26007.93107934627,26007.93107934627,26007.395463534336,25998.213482761625,26044.45336470273,26044.45336470273,26044.45336470273,26015.970632860528,19.800971256192568,25998.213482761625,26044.45336470273,-0.0002504806590205577,-0.0002505120345404066,26016.239314081664
25999.60187126848,11009426570.238544,-12.3289,-0.11002618,-0.28734438,0.22711004,-12.01729165,-14.43419089,-4.29224539,506164461165.35785,48.2487,545991639296.64,0.0,1693044060.0,1693008000.0,26,8,2023,26009.563276655637,26067.093593177207,5,1,26001.41659562975,26007.93107934627,26007.93107934627,26007.395463534336,25998.213482761625,26044.45336470273,26044.45336470273,26009.563276655634,15.925669134239234,25998.213482761625,26044.45336470273,-6.979328816936192e-05,-6.979572383336574e-05,26012.07971834254
26000.54123991693,11000314623.230392,-12.2436,-0.04540022,-0.26510395,0.24303966,-11.95941654,-14.65756286,-4.28745162,506182748946.38367,48.2637,546011366038.26,0.0,1693044360.0,1693008000.0,26,8,2023,26003.29011597195,26061.05782694742,5,1,25999.60187126848,26001.41659562975,26007.93107934627,26007.93107934627,26007.395463534336,25998.213482761625,26044.45336470273,26003.29011597195,4.288991965430577,25998.213482761625,26007.93107934627,3.613011664937993e-05,3.6129463971690257e-05,26009.194976485487
26000.897564308663,10997866640.751034,-12.129,-0.03926045,-0.27158627,0.2597483,-11.96517516,-14.88016103,-4.28323137,506189685927.36646,48.2662,546018848850.48,0.0,1693044420.0,1693008000.0,26,8,2023,26003.673556192956,26055.547486568972,5,1,26000.54123991693,25999.60187126848,26001.41659562975,26007.93107934627,26007.93107934627,26007.395463534336,25998.213482761625,26003.673556192953,3.8577978684922773,25999.60187126848,26007.93107934627,1.370449901205717e-05,1.370440510761739e-05,26007.120557508413
26000.897564308663,10997866640.751034,-12.129,-0.03926045,-0.27158627,0.2597483,-11.96517516,-14.88016103,-4.28323137,506189685927.36646,48.2662,546018848850.48,0.0,1693044420.0,1693008000.0,26,8,2023,26002.745284875007,26052.757891670833,5,1,26000.897564308663,26000.54123991693,25999.60187126848,26001.41659562975,26007.93107934627,26007.93107934627,26007.395463534336,26002.745284875007,3.5850929688227477,25999.60187126848,26007.93107934627,0.0,0.0,26005.564772121925
26000.897564308663,10997866640.751034,-12.129,-0.03926045,-0.27158627,0.2597483,-11.96517516,-14.88016103,-4.28323137,506189685927.36646,48.2662,546018848850.48,0.0,1693044420.0,1693008000.0,26,8,2023,26001.740497012488,26049.992028090186,5,1,26000.897564308663,26000.897564308663,26000.54123991693,25999.60187126848,26001.41659562975,26007.93107934627,26007.93107934627,26001.740497012488,2.786029612882003,25999.60187126848,26007.93107934627,0.0,0.0,26004.397949307713
26004.59820856889,10997197594.720346,-12.1357,-0.02290149,-0.26006938,0.26399,-11.96085775,-14.90390515,-4.26854115,506261730669.329,48.2731,546096562379.95,0.0,1693044540.0,1693008000.0,26,8,2023,26001.26437261572,26047.658317080026,5,1,26000.897564308663,26000.897564308663,26000.897564308663,26000.54123991693,25999.60187126848,26001.41659562975,26007.93107934627,26001.26437261572,1.5720533622750021,25999.60187126848,26004.59820856889,0.00014232755815735132,0.0001423174305497099,26004.448014794325
26004.59820856889,10997197594.720346,-12.1357,-0.02290149,-0.26006938,0.26399,-11.96085775,-14.90390515,-4.26854115,506261730669.329,48.2731,546096562379.95,0.0,1693044540.0,1693008000.0,26,8,2023,26001.718888749885,26045.46016533933,5,1,26004.59820856889,26000.897564308663,26000.897564308663,26000.897564308663,26000.54123991693,25999.60187126848,26001.41659562975,26001.718888749885,2.019624822674036,25999.60187126848,26004.59820856889,0.0,0.0,26004.48556361558
26027.869948106665,10911052070.463411,-12.2623,0.07931974,-0.23811539,0.46328136,-11.73670645,-14.91716773,-4.61022528,506716584587.69855,48.2802,546585268910.24,0.0,1693048620.0,1693008000.0,26,8,2023,26005.757185441053,26043.923233900667,5,1,26004.59820856889,26004.59820856889,26000.897564308663,26000.897564308663,26000.897564308663,26000.54123991693,25999.60187126848,26005.757185441053,9.913917556059964,26000.54123991693,26027.869948106665,0.0008949086369698378,0.000894508444975628,26010.33170383251
26023.85533102737,10896234775.762758,-12.166,0.04880798,-0.25779578,0.44178492,-11.72584609,-14.8242178,-4.32400275,506638427095.0224,48.2738,546500961951.57,0.0,1693049280.0,1693008000.0,26,8,2023,26009.0877698854,26041.827592433707,5,1,26027.869948106665,26004.59820856889,26004.59820856889,26000.897564308663,26000.897564308663,26000.897564308663,26000.54123991693,26009.087769885402,11.636163490146325,26000.897564308663,26027.869948106665,-0.000154243012866484,-0.00015425490954434906,26013.71262975655
26024.92828455516,10887893428.68312,-12.2899,0.03474522,-0.30164041,0.44102971,-11.71505266,-14.87608086,-4.34376298,506659315602.1536,48.2758,546523493975.66,0.0,1693049460.0,1693008000.0,26,8,2023,26012.52072992061,26039.936071294283,5,1,26023.85533102737,26027.869948106665,26004.59820856889,26004.59820856889,26000.897564308663,26000.897564308663,26000.897564308663,26012.520729920612,12.340635721107803,26000.897564308663,26027.869948106665,4.12296146801161e-05,4.122876476309045e-05,26016.5165553522
26035.839140393586,10887891435.269064,-12.2723,0.08054192,-0.24542179,0.4507184,-11.69240112,-14.92172469,-4.24535806,506871730664.0237,48.2961,546752621948.27,0.0,1693049580.0,1693008000.0,26,8,2023,26017.51238364703,26038.26274535165,5,1,26024.92828455516,26023.85533102737,26027.869948106665,26004.59820856889,26004.59820856889,26000.897564308663,26000.897564308663,26017.51238364703,13.832219511453998,26000.897564308663,26035.839140393586,0.0004192463364021126,0.00041915847721263333,26021.347216983548
26032.23852564253,10879390369.728497,-11.5869,0.04048695,-0.2354004,0.47716306,-11.76473804,-15.27412506,-4.1734926,506801633064.30817,48.2886,546677009038.49,0.0,1693051260.0,1693008000.0,26,8,2023,26021.989663837583,26036.469398917317,5,1,26035.839140393586,26024.92828455516,26023.85533102737,26027.869948106665,26004.59820856889,26004.59820856889,26000.897564308663,26021.989663837583,12.572897775043144,26004.59820856889,26035.839140393586,-0.00013829455358205234,-0.00013830411715609614,26024.070050646267
26032.48806660432,10849929934.726494,-11.7098,0.03428447,-0.26963032,0.50731479,-11.76012623,-15.13135869,-4.19224097,506806491185.3962,48.2823,546682249398.69,0.0,1693051500.0,1693008000.0,26,8,2023,26025.97392927122,26034.806851338526,5,1,26032.23852564253,26035.839140393586,26024.92828455516,26023.85533102737,26027.869948106665,26004.59820856889,26004.59820856889,26025.97392927122,10.36902195436039,26004.59820856889,26035.839140393586,9.585843397497129e-06,9.58579745358179e-06,26026.174558402545
26032.48806660432,10849929934.726494,-11.7098,0.03428447,-0.26963032,0.50731479,-11.76012623,-15.13135869,-4.19224097,506806491185.3962,48.2823,546682249398.69,0.0,1693051500.0,1693008000.0,26,8,2023,26029.95819470485,26033.144303759735,5,1,26032.48806660432,26032.23852564253,26035.839140393586,26024.92828455516,26023.85533102737,26027.869948106665,26004.59820856889,26029.95819470485,4.462653360035203,26023.85533102737,26035.839140393586,0.0,0.0,26027.75293757179
26032.48806660432,10849929934.726494,-11.7098,0.03428447,-0.26963032,0.50731479,-11.76012623,-15.13135869,-4.19224097,506806491185.3962,48.2823,546682249398.69,0.0,1693051500.0,1693008000.0,26,8,2023,26030.617925918803,26031.143982686648,5,1,26032.48806660432,26032.48806660432,26032.23852564253,26035.839140393586,26024.92828455516,26023.85533102737,26027.869948106665,26030.617925918803,4.44380488472908,26023.85533102737,26035.839140393586,0.0,0.0,26028.93672102175
26032.48806660432,10849929934.726494,-11.7098,0.03428447,-0.26963032,0.50731479,-11.76012623,-15.13135869,-4.19224097,506806491185.3962,48.2823,546682249398.69,0.0,1693051500.0,1693008000.0,26,8,2023,26031.85117385837,26029.045616757605,5,1,26032.48806660432,26032.48806660432,26032.48806660432,26032.23852564253,26035.839140393586,26024.92828455516,26023.85533102737,26031.851173858366,3.306630819937863,26024.92828455516,26035.839140393586,0.0,0.0,26029.824558087792
26031.92967094213,10845698347.316229,-11.5809,0.03228585,-0.33276108,0.517539,-11.75940114,-15.21793971,-4.21366759,506795620209.6554,48.2836,546670523089.78,0.0,1693051680.0,1693008000.0,26,8,2023,26032.85137191365,26026.66418557002,5,1,26032.48806660432,26032.48806660432,26032.48806660432,26032.48806660432,26032.23852564253,26035.839140393586,26024.92828455516,26032.85137191365,1.3341562074552729,26031.92967094213,26035.839140393586,-2.1449953641172748e-05,-2.1450183693261238e-05,26030.35083659942
26030.34104438341,10835276663.81975,-11.6263,0.02607928,-0.33831054,0.54019893,-11.76299293,-15.30436242,-4.21612842,506766150159.936,48.2812,546637161932.05,0.0,1693051920.0,1693008000.0,26,8,2023,26032.06592962648,26024.368225295566,5,1,26031.92967094213,26032.48806660432,26032.48806660432,26032.48806660432,26032.48806660432,26032.23852564253,26035.839140393586,26032.065929626482,0.7891327971711369,26030.34104438341,26032.48806660432,-6.102607754399081e-05,-6.1027939711522095e-05,26030.34838854438
26030.34104438341,10835276663.81975,-11.6263,0.02607928,-0.33831054,0.54019893,-11.76299293,-15.30436242,-4.21612842,506766150159.936,48.2812,546637161932.05,0.0,1693051920.0,1693008000.0,26,8,2023,26031.794860875176,26022.392608051283,5,1,26030.34104438341,26031.92967094213,26032.48806660432,26032.48806660432,26032.48806660432,26032.48806660432,26032.23852564253,26031.794860875176,1.0138602197302327,26030.34104438341,26032.48806660432,0.0,0.0,26030.346552503554
26029.518993089387,10820383169.6905,-11.6321,0.02395893,-0.34164462,0.57970958,-11.7562473,-15.27528473,-4.24255366,506750146229.4152,48.2797,546619898854.88,0.0,1693051980.0,1693008000.0,26,8,2023,26031.3707075159,26021.81879589891,5,1,26030.34104438341,26030.34104438341,26031.92967094213,26032.48806660432,26032.48806660432,26032.48806660432,26032.48806660432,26031.3707075159,1.2653835229622963,26029.518993089387,26032.48806660432,-3.158050417484404e-05,-3.1581002849279116e-05,26030.13966260058
26027.12010469806,10817446128.44384,-11.5244,-0.00288092,-0.35507306,0.59532535,-11.73343311,-15.22400772,-4.27620602,506703443981.7319,48.2816,546569522198.66,0.0,1693052220.0,1693008000.0,26,8,2023,26030.603855815007,26021.231639188,5,1,26029.518993089387,26030.34104438341,26030.34104438341,26031.92967094213,26032.48806660432,26032.48806660432,26032.48806660432,26030.603855815007,1.9282926396836804,26027.12010469806,26032.48806660432,-9.216030430536648e-05,-9.216455132765589e-05,26029.384772989684
25997.438010454527,10823799541.361084,-11.4592,-0.10786103,-0.49604394,0.41786277,-11.84616931,-15.2263694,-4.32944135,506125584452.2377,48.2328,545946198219.55,0.0,1693052760.0,1693008000.0,26,8,2023,26025.596704936463,26019.655079335636,5,1,26027.12010469806,26029.518993089387,26030.34104438341,26030.34104438341,26031.92967094213,26032.48806660432,26032.48806660432,26025.596704936466,12.538155125848254,25997.438010454527,26032.48806660432,-0.0011404294491335065,-0.001141080233626468,26021.398081282558
