price,date,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated
17186.502572066118,2022-12-01,,,,,,,,,,,,,
16972.73406077455,2022-12-02,,,,,,,,,,,,,
17084.87334047068,2022-12-03,,,,,,,,,,,,,
16923.38287008033,2022-12-04,,,,,,,,,,,,,
17149.93175096291,2022-12-05,,,,,,,,,,,,,
16973.372577553495,2022-12-06,,,,,,,,,,,,,
17085.64314125141,2022-12-07,,,,,,,,,,,,,
16851.30346863184,2022-12-08,,,,,,,,,,,,,
17235.014157992136,2022-12-09,,,,,,,,,,,,,
17149.824203925327,2022-12-10,,,,,,,,,,,,,
17125.364927688952,2022-12-11,,,,,,,,,,,,,
17101.038019732932,2022-12-12,,,,,,,,,,,,,
17179.596038203494,2022-12-13,,,,,,,,,,,,,
17784.162894053265,2022-12-14,,,,,,,,,,,,,
17808.71617265881,2022-12-15,,,,,,,,,,,,,
17338.358126632633,2022-12-16,,,,,,,,,,,,,
16623.75782614431,2022-12-17,,,,,,,,,,,,,
16806.48559206152,2022-12-18,,,,,,,,,,,,,
16742.816663834055,2022-12-19,,,,,,,,,,,,,
16422.562273279298,2022-12-20,,,,,,,,,,,,,
16899.331969046758,2022-12-21,,,,,,,,,,,,,
16816.85370118997,2022-12-22,,,,,,,,,,,,,
16824.790162441503,2022-12-23,,,,,,,,,,,,,
16791.45543916491,2022-12-24,,,,,,,,,,,,,
16848.568708323422,2022-12-25,,,,,,,,,,,,,
16842.177039905502,2022-12-26,,,,,,,,,,,,,
16900.081871938084,2022-12-27,,,,,,,,,,,,,
16701.840210667935,2022-12-28,,,,,,,,,,,,,
16538.906094001977,2022-12-29,,,,,,,,,,,,,
16644.379087037905,2022-12-30,,,,,,,,,,,,,
16604.020520373393,2022-12-31,,,,,,,,,,,,,
26141.823829503945,,12800164278.269156,-24.7999,0.15557019,-1.16729452,-1.92843509,-10.54215105,-14.21706445,-2.1771838,508901577397.7618,48.3418,548978300419.58,,2023-08-24T23:48:00.000Z
